Densité de Bisounours,Fréquence d'apparition de la couleur jaune,Violence exprimée
25.22,2.0088585092,2.0772675924
25.23,2.0092639706,2.0776654634
25.24,2.0096696776,2.0780635819
25.25,2.0100756305,2.0784619482
25.26,2.0104818295,2.0788605624
25.27,2.0108882748,2.0792594248
25.28,2.0112949668,2.0796585357
25.29,2.0117019056,2.0800578953
25.3,2.0121090915,2.080457504
25.31,2.0125165247,2.0808573618
25.32,2.0129242056,2.0812574692
25.33,2.0133321343,2.0816578263
25.34,2.0137403111,2.0820584334
25.35,2.0141487363,2.0824592908
25.36,2.0145574101,2.0828603988
25.37,2.0149663327,2.0832617575
25.38,2.0153755045,2.0836633672
25.39,2.0157849256,2.0840652282
25.4,2.0161945964,2.0844673408
25.41,2.016604517,2.0848697052
25.42,2.0170146878,2.0852723217
25.43,2.0174251089,2.0856751905
25.44,2.0178357807,2.0860783119
25.45,2.0182467034,2.0864816862
25.46,2.0186578772,2.0868853136
25.47,2.0190693024,2.0872891943
25.48,2.0194809793,2.0876933287
25.49,2.0198929081,2.088097717
25.5,2.0203050891,2.0885023594
25.51,2.0207175225,2.0889072563
25.52,2.0211302086,2.0893124078
25.53,2.0215431477,2.0897178143
25.54,2.02195634,2.090123476
25.55,2.0223697857,2.0905293932
25.56,2.0227834852,2.0909355661
25.57,2.0231974386,2.091341995
25.58,2.0236116463,2.0917486802
25.59,2.0240261085,2.092155622
25.6,2.0244408254,2.0925628205
25.61,2.0248557974,2.0929702761
25.62,2.0252710247,2.093377989
25.63,2.0256865075,2.0937859596
25.64,2.0261022462,2.094194188
25.65,2.0265182409,2.0946026745
25.66,2.026934492,2.0950114195
25.67,2.0273509996,2.0954204231
25.68,2.0277677641,2.0958296856
25.69,2.0281847858,2.0962392074
25.7,2.0286020648,2.0966489887
25.71,2.0290196015,2.0970590297
25.72,2.0294373962,2.0974693307
25.73,2.029855449,2.0978798921
25.74,2.0302737603,2.098290714
25.75,2.0306923303,2.0987017967
25.76,2.0311111593,2.0991131405
25.77,2.0315302475,2.0995247457
25.78,2.0319495953,2.0999366126
25.79,2.0323692028,2.1003487414
25.8,2.0327890705,2.1007611324
25.81,2.0332091984,2.1011737859
25.82,2.033629587,2.1015867022
25.83,2.0340502364,2.1019998814
25.84,2.0344711469,2.102413324
25.85,2.0348923189,2.1028270301
25.86,2.0353137525,2.1032410001
25.87,2.0357354481,2.1036552342
25.88,2.0361574059,2.1040697327
25.89,2.0365796262,2.104484496
25.9,2.0370021093,2.1048995241
25.91,2.0374248554,2.1053148175
25.92,2.0378478648,2.1057303765
25.93,2.0382711379,2.1061462012
25.94,2.0386946747,2.106562292
25.95,2.0391184757,2.1069786492
25.96,2.0395425411,2.107395273
25.97,2.0399668712,2.1078121637
25.98,2.0403914663,2.1082293216
25.99,2.0408163265,2.108646747
26,2.0412414523,2.1090644402
26.01,2.0416668439,2.1094824014
26.02,2.0420925015,2.1099006309
26.03,2.0425184255,2.110319129
26.04,2.0429446161,2.1107378961
26.05,2.0433710736,2.1111569323
26.06,2.0437977983,2.111576238
26.07,2.0442247904,2.1119958134
26.08,2.0446520503,2.1124156588
26.09,2.0450795782,2.1128357746
26.1,2.0455073743,2.113256161
26.11,2.0459354391,2.1136768183
26.12,2.0463637727,2.1140977467
26.13,2.0467923754,2.1145189466
26.14,2.0472212476,2.1149404183
26.15,2.0476503894,2.115362162
26.16,2.0480798013,2.115784178
26.17,2.0485094834,2.1162064667
26.18,2.0489394361,2.1166290283
26.19,2.0493696596,2.117051863
26.2,2.0498001542,2.1174749713
26.21,2.0502309203,2.1178983533
26.22,2.050661958,2.1183220094
26.23,2.0510932677,2.1187459399
26.24,2.0515248497,2.119170145
26.25,2.0519567042,2.1195946251
26.26,2.0523888315,2.1200193804
26.27,2.052821232,2.1204444112
26.28,2.0532539059,2.1208697179
26.29,2.0536868535,2.1212953007
26.3,2.054120075,2.1217211599
26.31,2.0545535709,2.1221472958
26.32,2.0549873413,2.1225737087
26.33,2.0554213866,2.1230003989
26.34,2.055855707,2.1234273668
26.35,2.0562903029,2.1238546125
26.36,2.0567251745,2.1242821364
26.37,2.0571603221,2.1247099388
26.38,2.057595746,2.12513802
26.39,2.0580314465,2.1255663803
26.4,2.058467424,2.12599502
26.41,2.0589036786,2.1264239393
26.42,2.0593402107,2.1268531387
26.43,2.0597770206,2.1272826183
26.44,2.0602141086,2.1277123785
26.45,2.0606514749,2.1281424197
26.46,2.0610891199,2.128572742
26.47,2.0615270439,2.1290033458
26.48,2.0619652471,2.1294342314
26.49,2.0624037299,2.1298653991
26.5,2.0628424925,2.1302968492
26.51,2.0632815353,2.130728582
26.52,2.0637208585,2.1311605978
26.53,2.0641604625,2.1315928969
26.54,2.0646003475,2.1320254797
26.55,2.0650405139,2.1324583464
26.56,2.0654809619,2.1328914973
26.57,2.0659216919,2.1333249328
26.58,2.0663627041,2.1337586531
26.59,2.0668039989,2.1341926586
26.6,2.0672455765,2.1346269495
26.61,2.0676874373,2.1350615262
26.62,2.0681295815,2.135496389
26.63,2.0685720095,2.1359315382
26.64,2.0690147215,2.1363669741
26.65,2.0694577179,2.136802697
26.66,2.069900999,2.1372387073
26.67,2.0703445651,2.1376750052
26.68,2.0707884164,2.138111591
26.69,2.0712325533,2.1385484651
26.7,2.0716769762,2.1389856277
26.71,2.0721216852,2.1394230793
26.72,2.0725666807,2.13986082
26.73,2.0730119631,2.1402988503
26.74,2.0734575326,2.1407371704
26.75,2.0739033895,2.1411757806
26.76,2.0743495341,2.1416146813
26.77,2.0747959668,2.1420538728
26.78,2.0752426879,2.1424933554
26.79,2.0756896976,2.1429331294
26.8,2.0761369963,2.1433731951
26.81,2.0765845844,2.1438135528
26.82,2.077032462,2.144254203
26.83,2.0774806295,2.1446951458
26.84,2.0779290873,2.1451363816
26.85,2.0783778356,2.1455779108
26.86,2.0788268748,2.1460197336
26.87,2.0792762052,2.1464618503
26.88,2.079725827,2.1469042614
26.89,2.0801757407,2.1473469671
26.9,2.0806259464,2.1477899677
26.91,2.0810764446,2.1482332635
26.92,2.0815272356,2.148676855
26.93,2.0819783196,2.1491207423
26.94,2.0824296971,2.1495649259
26.95,2.0828813682,2.150009406
26.96,2.0833333333,2.150454183
26.97,2.0837855928,2.1508992573
26.98,2.084238147,2.151344629
26.99,2.0846909961,2.1517902986
27,2.0851441406,2.1522362664
27.01,2.0855975806,2.1526825327
27.02,2.0860513167,2.1531290979
27.03,2.0865053489,2.1535759623
27.04,2.0869596778,2.1540231261
27.05,2.0874143036,2.1544705898
27.06,2.0878692266,2.1549183536
27.07,2.0883244472,2.1553664179
27.08,2.0887799657,2.1558147831
27.09,2.0892357824,2.1562634494
27.1,2.0896918976,2.1567124172
27.11,2.0901483117,2.1571616869
27.12,2.090605025,2.1576112587
27.13,2.0910620378,2.158061133
27.14,2.0915193505,2.1585113101
27.15,2.0919769633,2.1589617904
27.16,2.0924348766,2.1594125742
27.17,2.0928930907,2.1598636618
27.18,2.093351606,2.1603150536
27.19,2.0938104228,2.1607667499
27.2,2.0942695415,2.161218751
27.21,2.0947289622,2.1616710574
27.22,2.0951886855,2.1621236692
27.23,2.0956487115,2.162576587
27.24,2.0961090408,2.1630298109
27.25,2.0965696734,2.1634833414
27.26,2.09703061,2.1639371787
27.27,2.0974918506,2.1643913233
27.28,2.0979533957,2.1648457755
27.29,2.0984152457,2.1653005355
27.3,2.0988774008,2.1657556039
27.31,2.0993398614,2.1662109808
27.32,2.0998026278,2.1666666667
27.33,2.1002657004,2.1671226618
27.34,2.1007290795,2.1675789666
27.35,2.1011927654,2.1680355814
27.36,2.1016567585,2.1684925065
27.37,2.1021210592,2.1689497423
27.38,2.1025856677,2.169407289
27.39,2.1030505843,2.1698651472
27.4,2.1035158096,2.1703233171
27.41,2.1039813437,2.170781799
27.42,2.104447187,2.1712405934
27.43,2.1049133399,2.1716997005
27.44,2.1053798027,2.1721591207
27.45,2.1058465757,2.1726188544
27.46,2.1063136594,2.173078902
27.47,2.1067810539,2.1735392637
27.48,2.1072487598,2.1739999399
27.49,2.1077167773,2.174460931
27.5,2.1081851068,2.1749222373
27.51,2.1086537486,2.1753838592
27.52,2.109122703,2.1758457971
27.53,2.1095919705,2.1763080513
27.54,2.1100615514,2.1767706221
27.55,2.110531446,2.1772335099
27.56,2.1110016546,2.1776967151
27.57,2.1114721777,2.178160238
27.58,2.1119430155,2.178624079
27.59,2.1124141684,2.1790882385
27.6,2.1128856368,2.1795527167
27.61,2.113357421,2.1800175141
27.62,2.1138295215,2.1804826311
27.63,2.1143019384,2.1809480679
27.64,2.1147746722,2.181413825
27.65,2.1152477232,2.1818799027
27.66,2.1157210919,2.1823463014
27.67,2.1161947785,2.1828130214
27.68,2.1166687833,2.1832800631
27.69,2.1171431069,2.1837474268
27.7,2.1176177494,2.184215113
27.71,2.1180927114,2.184683122
27.72,2.118567993,2.1851514542
27.73,2.1190435948,2.1856201099
27.74,2.119519517,2.1860890895
27.75,2.11999576,2.1865583934
27.76,2.1204723242,2.1870280219
27.77,2.1209492099,2.1874979754
27.78,2.1214264175,2.1879682543
27.79,2.1219039474,2.1884388589
27.8,2.1223817999,2.1889097896
27.81,2.1228599754,2.1893810469
27.82,2.1233384742,2.189852631
27.83,2.1238172967,2.1903245423
27.84,2.1242964433,2.1907967813
27.85,2.1247759144,2.1912693482
27.86,2.1252557102,2.1917422435
27.87,2.1257358312,2.1922154675
27.88,2.1262162778,2.1926890207
27.89,2.1266970503,2.1931629033
27.9,2.1271781491,2.1936371158
27.91,2.1276595745,2.1941116585
27.92,2.1281413269,2.1945865318
27.93,2.1286234067,2.1950617362
27.94,2.1291058143,2.1955372719
27.95,2.12958855,2.1960131394
27.96,2.1300716142,2.196489339
27.97,2.1305550073,2.1969658711
27.98,2.1310387296,2.1974427362
27.99,2.1315227816,2.1979199345
28,2.1320071636,2.1983974665
28.01,2.1324918759,2.1988753326
28.02,2.132976919,2.199353533
28.03,2.1334622932,2.1998320684
28.04,2.1339479989,2.2003109389
28.05,2.1344340365,2.200790145
28.06,2.1349204063,2.2012696871
28.07,2.1354071088,2.2017495656
28.08,2.1358941443,2.2022297808
28.09,2.1363815132,2.2027103332
28.1,2.1368692159,2.2031912231
28.11,2.1373572527,2.2036724509
28.12,2.137845624,2.204154017
28.13,2.1383343303,2.2046359219
28.14,2.1388233719,2.2051181659
28.15,2.1393127492,2.2056007493
28.16,2.1398024626,2.2060836727
28.17,2.1402925124,2.2065669363
28.18,2.140782899,2.2070505406
28.19,2.1412736229,2.207534486
28.2,2.1417646844,2.2080187728
28.21,2.1422560839,2.2085034015
28.22,2.1427478218,2.2089883725
28.23,2.1432398984,2.2094736861
28.24,2.1437323143,2.2099593427
28.25,2.1442250697,2.2104453429
28.26,2.144718165,2.2109316869
28.27,2.1452116007,2.2114183751
28.28,2.1457053771,2.211905408
28.29,2.1461994947,2.2123927859
28.3,2.1466939537,2.2128805094
28.31,2.1471887547,2.2133685786
28.32,2.1476838979,2.2138569942
28.33,2.1481793839,2.2143457564
28.34,2.148675213,2.2148348657
28.35,2.1491713855,2.2153243225
28.36,2.149667902,2.2158141271
28.37,2.1501647627,2.2163042801
28.38,2.1506619681,2.2167947818
28.39,2.1511595186,2.2172856325
28.4,2.1516574146,2.2177768328
28.41,2.1521556564,2.2182683831
28.42,2.1526542445,2.2187602836
28.43,2.1531531794,2.219252535
28.44,2.1536524613,2.2197451374
28.45,2.1541520907,2.2202380915
28.46,2.1546520679,2.2207313976
28.47,2.1551523935,2.221225056
28.48,2.1556530678,2.2217190673
28.49,2.1561540912,2.2222134318
28.5,2.1566554641,2.2227081499
28.51,2.1571571869,2.2232032221
28.52,2.15765926,2.2236986488
28.53,2.1581616839,2.2241944304
28.54,2.1586644589,2.2246905673
28.55,2.1591675854,2.22518706
28.56,2.159671064,2.2256839088
28.57,2.1601748948,2.2261811141
28.58,2.1606790785,2.2266786765
28.59,2.1611836154,2.2271765963
28.6,2.1616885058,2.2276748739
28.61,2.1621937503,2.2281735099
28.62,2.1626993492,2.2286725044
28.63,2.163205303,2.2291718582
28.64,2.163711612,2.2296715714
28.65,2.1642182767,2.2301716446
28.66,2.1647252976,2.2306720782
28.67,2.1652326749,2.2311728727
28.68,2.1657404091,2.2316740283
28.69,2.1662485007,2.2321755457
28.7,2.1667569501,2.2326774252
28.71,2.1672657576,2.2331796672
28.72,2.1677749238,2.2336822721
28.73,2.168284449,2.2341852405
28.74,2.1687943337,2.2346885727
28.75,2.1693045782,2.2351922692
28.76,2.169815183,2.2356963304
28.77,2.1703261486,2.2362007567
28.78,2.1708374753,2.2367055486
28.79,2.1713491635,2.2372107065
28.8,2.1718612138,2.2377162308
28.81,2.1723736265,2.238222122
28.82,2.1728864021,2.2387283806
28.83,2.1733995409,2.2392350069
28.84,2.1739130435,2.2397420013
28.85,2.1744269102,2.2402493645
28.86,2.1749411415,2.2407570967
28.87,2.1754557377,2.2412651984
28.88,2.1759706994,2.2417736701
28.89,2.176486027,2.2422825123
28.9,2.1770017209,2.2427917252
28.91,2.1775177815,2.2433013095
28.92,2.1780342093,2.2438112655
28.93,2.1785510048,2.2443215937
28.94,2.1790681682,2.2448322945
28.95,2.1795857001,2.2453433685
28.96,2.180103601,2.2458548159
28.97,2.1806218712,2.2463666374
28.98,2.1811405112,2.2468788333
28.99,2.1816595214,2.247391404
29,2.1821789024,2.2479043501
29.01,2.1826986544,2.248417672
29.02,2.183218778,2.2489313702
29.03,2.1837392736,2.249445445
29.04,2.1842601417,2.249959897
29.05,2.1847813826,2.2504747266
29.06,2.1853029969,2.2509899342
29.07,2.1858249849,2.2515055204
29.08,2.1863473472,2.2520214856
29.09,2.1868700842,2.2525378302
29.1,2.1873931963,2.2530545547
29.11,2.187916684,2.2535716595
29.12,2.1884405477,2.2540891452
29.13,2.1889647878,2.2546070121
29.14,2.1894894049,2.2551252608
29.15,2.1900143994,2.2556438917
29.16,2.1905397717,2.2561629053
29.17,2.1910655223,2.256682302
29.18,2.1915916516,2.2572020823
29.19,2.1921181601,2.2577222467
29.2,2.1926450483,2.2582427956
29.21,2.1931723165,2.2587637295
29.22,2.1936999654,2.2592850489
29.23,2.1942279952,2.2598067542
29.24,2.1947564065,2.2603288459
29.25,2.1952851998,2.2608513245
29.26,2.1958143755,2.2613741905
29.27,2.196343934,2.2618974443
29.28,2.1968738758,2.2624210864
29.29,2.1974042014,2.2629451173
29.3,2.1979349113,2.2634695375
29.31,2.1984660059,2.2639943473
29.32,2.1989974857,2.2645195474
29.33,2.1995293511,2.2650451381
29.34,2.2000616026,2.26557112
29.35,2.2005942407,2.2660974936
29.36,2.2011272658,2.2666242593
29.37,2.2016606785,2.2671514176
29.38,2.2021944791,2.2676789689
29.39,2.2027286682,2.2682069138
29.4,2.2032632462,2.2687352528
29.41,2.2037982136,2.2692639863
29.42,2.2043335709,2.2697931149
29.43,2.2048693185,2.2703226389
29.44,2.205405457,2.2708525589
29.45,2.2059419867,2.2713828755
29.46,2.2064789082,2.2719135889
29.47,2.207016222,2.2724446999
29.48,2.2075539284,2.2729762088
29.49,2.2080920281,2.2735081161
29.5,2.2086305215,2.2740404224
29.51,2.209169409,2.274573128
29.52,2.2097086912,2.2751062336
29.53,2.2102483685,2.2756397397
29.54,2.2107884414,2.2761736466
29.55,2.2113289104,2.2767079549
29.56,2.211869776,2.2772426651
29.57,2.2124110387,2.2777777778
29.58,2.2129526989,2.2783132933
29.59,2.2134947571,2.2788492122
29.6,2.2140372139,2.2793855351
29.61,2.2145800696,2.2799222623
29.62,2.2151233249,2.2804593944
29.63,2.2156669801,2.2809969319
29.64,2.2162110359,2.2815348754
29.65,2.2167554926,2.2820732252
29.66,2.2173003508,2.282611982
29.67,2.2178456109,2.2831511462
29.68,2.2183912735,2.2836907183
29.69,2.2189373391,2.2842306989
29.7,2.2194838081,2.2847710884
29.71,2.220030681,2.2853118874
29.72,2.2205779584,2.2858530964
29.73,2.2211256407,2.2863947158
29.74,2.2216737285,2.2869367462
29.75,2.2222222222,2.2874791882
29.76,2.2227711224,2.2880220422
29.77,2.2233204295,2.2885653087
29.78,2.223870144,2.2891089882
29.79,2.2244202665,2.2896530814
29.8,2.2249707975,2.2901975886
29.81,2.2255217374,2.2907425105
29.82,2.2260730867,2.2912878475
29.83,2.2266248461,2.2918336001
29.84,2.2271770159,2.2923797689
29.85,2.2277295968,2.2929263544
29.86,2.2282825891,2.2934733572
29.87,2.2288359935,2.2940207777
29.88,2.2293898103,2.2945686164
29.89,2.2299440403,2.295116874
29.9,2.2304986837,2.2956655508
29.91,2.2310537413,2.2962146476
29.92,2.2316092134,2.2967641647
29.93,2.2321651006,2.2973141027
29.94,2.2327214034,2.2978644622
29.95,2.2332781224,2.2984152436
29.96,2.233835258,2.2989664476
29.97,2.2343928108,2.2995180746
29.98,2.2349507813,2.3000701252
29.99,2.23550917,2.3006225999
30,2.2360679775,2.3011754992
30.01,2.2366272042,2.3017288237
30.02,2.2371868507,2.302282574
30.03,2.2377469175,2.3028367505
30.04,2.2383074052,2.3033913539
30.05,2.2388683142,2.3039463845
30.06,2.2394296451,2.3045018431
30.07,2.2399913984,2.3050577301
30.08,2.2405535747,2.3056140461
30.09,2.2411161745,2.3061707916
30.1,2.2416791983,2.3067279672
30.11,2.2422426467,2.3072855734
30.12,2.2428065201,2.3078436108
30.13,2.2433708191,2.3084020799
30.14,2.2439355443,2.3089609813
30.15,2.2445006962,2.3095203154
30.16,2.2450662753,2.310080083
30.17,2.2456322822,2.3106402845
30.18,2.2461987174,2.3112009204
30.19,2.2467655815,2.3117619914
30.2,2.2473328749,2.312323498
30.21,2.2479005982,2.3128854407
30.22,2.2484687521,2.3134478201
30.23,2.2490373369,2.3140106368
30.24,2.2496063533,2.3145738913
30.25,2.2501758019,2.3151375842
30.26,2.250745683,2.315701716
30.27,2.2513159974,2.3162662874
30.28,2.2518867456,2.3168312988
30.29,2.252457928,2.3173967509
30.3,2.2530295453,2.3179626441
30.31,2.253601598,2.3185289792
30.32,2.2541740867,2.3190957566
30.33,2.2547470118,2.3196629769
30.34,2.2553203741,2.3202306407
30.35,2.255894174,2.3207987485
30.36,2.256468412,2.321367301
30.37,2.2570430888,2.3219362986
30.38,2.2576182049,2.322505742
30.39,2.2581937609,2.3230756318
30.4,2.2587697573,2.3236459685
30.41,2.2593461946,2.3242167527
30.42,2.2599230735,2.324787985
30.43,2.2605003945,2.325359666
30.44,2.2610781582,2.3259317961
30.45,2.2616563652,2.3265043762
30.46,2.2622350159,2.3270774066
30.47,2.262814111,2.327650888
30.48,2.2633936511,2.328224821
30.49,2.2639736366,2.3287992061
30.5,2.2645540683,2.329374044
30.51,2.2651349466,2.3299493352
30.52,2.2657162721,2.3305250804
30.53,2.2662980455,2.33110128
30.54,2.2668802672,2.3316779348
30.55,2.2674629379,2.3322550453
30.56,2.2680460581,2.3328326121
30.57,2.2686296285,2.3334106357
30.58,2.2692136495,2.3339891168
30.59,2.2697981218,2.334568056
30.6,2.2703830459,2.3351474539
30.61,2.2709684225,2.3357273111
30.62,2.2715542521,2.3363076281
30.63,2.2721405353,2.3368884057
30.64,2.2727272727,2.3374696443
30.65,2.2733144649,2.3380513445
30.66,2.2739021124,2.3386335071
30.67,2.2744902159,2.3392161326
30.68,2.275078776,2.3397992215
30.69,2.2756677931,2.3403827746
30.7,2.276257268,2.3409667924
30.71,2.2768472012,2.3415512755
30.72,2.2774375934,2.3421362245
30.73,2.278028445,2.3427216401
30.74,2.2786197567,2.3433075229
30.75,2.2792115292,2.3438938734
30.76,2.2798037629,2.3444806923
30.77,2.2803964586,2.3450679803
30.78,2.2809896167,2.3456557378
30.79,2.281583238,2.3462439656
30.8,2.2821773229,2.3468326643
30.81,2.2827718722,2.3474218344
30.82,2.2833668864,2.3480114767
30.83,2.2839623661,2.3486015917
30.84,2.2845583119,2.3491921801
30.85,2.2851547245,2.3497832424
30.86,2.2857516044,2.3503747793
30.87,2.2863489523,2.3509667915
30.88,2.2869467687,2.3515592796
30.89,2.2875450544,2.3521522441
30.9,2.2881438098,2.3527456858
30.91,2.2887430356,2.3533396053
30.92,2.2893427325,2.3539340031
30.93,2.289942901,2.35452888
30.94,2.2905435418,2.3551242365
30.95,2.2911446554,2.3557200734
30.96,2.2917462426,2.3563163912
30.97,2.2923483039,2.3569131906
30.98,2.2929508399,2.3575104722
30.99,2.2935538513,2.3581082366
31,2.2941573387,2.3587064846
31.01,2.2947613027,2.3593052168
31.02,2.295365744,2.3599044337
31.03,2.2959706632,2.3605041361
31.04,2.2965760609,2.3611043246
31.05,2.2971819377,2.3617049998
31.06,2.2977882943,2.3623061624
31.07,2.2983951313,2.3629078131
31.08,2.2990024494,2.3635099525
31.09,2.2996102491,2.3641125813
31.1,2.3002185311,2.3647157
31.11,2.3008272961,2.3653193094
31.12,2.3014365447,2.3659234102
31.13,2.3020462776,2.3665280029
31.14,2.3026564953,2.3671330883
31.15,2.3032671985,2.367738667
31.16,2.3038783879,2.3683447397
31.17,2.3044900641,2.368951307
31.18,2.3051022278,2.3695583696
31.19,2.3057148796,2.3701659282
31.2,2.3063280201,2.3707739834
31.21,2.30694165,2.3713825359
31.22,2.30755577,2.3719915864
31.23,2.3081703807,2.3726011356
31.24,2.3087854827,2.373211184
31.25,2.3094010768,2.3738217325
31.26,2.3100171635,2.3744327816
31.27,2.3106337436,2.3750443321
31.28,2.3112508176,2.3756563846
31.29,2.3118683863,2.3762689398
31.3,2.3124864503,2.3768819985
31.31,2.3131050103,2.3774955611
31.32,2.3137240669,2.3781096286
31.33,2.3143436208,2.3787242014
31.34,2.3149636727,2.3793392804
31.35,2.3155842232,2.3799548662
31.36,2.3162052731,2.3805709595
31.37,2.3168268229,2.381187561
31.38,2.3174488733,2.3818046713
31.39,2.3180714251,2.3824222913
31.4,2.3186944788,2.3830404215
31.41,2.3193180352,2.3836590626
31.42,2.319942095,2.3842782155
31.43,2.3205666587,2.3848978806
31.44,2.3211917272,2.3855180589
31.45,2.3218173011,2.3861387508
31.46,2.322443381,2.3867599573
31.47,2.3230699676,2.3873816789
31.48,2.3236970617,2.3880039163
31.49,2.3243246639,2.3886266704
31.5,2.3249527749,2.3892499417
31.51,2.3255813953,2.389873731
31.52,2.326210526,2.390498039
31.53,2.3268401675,2.3911228664
31.54,2.3274703206,2.3917482139
31.55,2.3281009859,2.3923740822
31.56,2.3287321642,2.3930004721
31.57,2.3293638561,2.3936273843
31.58,2.3299960623,2.3942548194
31.59,2.3306287836,2.3948827783
31.6,2.3312620206,2.3955112615
31.61,2.3318957741,2.39614027
31.62,2.3325300446,2.3967698042
31.63,2.3331648331,2.3973998651
31.64,2.33380014,2.3980304533
31.65,2.3344359663,2.3986615696
31.66,2.3350723125,2.3992932146
31.67,2.3357091793,2.3999253891
31.68,2.3363465676,2.4005580939
31.69,2.3369844779,2.4011913296
31.7,2.3376229111,2.4018250971
31.71,2.3382618677,2.402459397
31.72,2.3389013486,2.40309423
31.73,2.3395413545,2.403729597
31.74,2.340181886,2.4043654987
31.75,2.3408229439,2.4050019358
31.76,2.341464529,2.405638909
31.77,2.3421066418,2.4062764191
31.78,2.3427492833,2.4069144668
31.79,2.343392454,2.4075530529
31.8,2.3440361547,2.4081921782
31.81,2.3446803862,2.4088318433
31.82,2.3453251491,2.4094720491
31.83,2.3459704442,2.4101127963
31.84,2.3466162723,2.4107540856
31.85,2.3472626341,2.4113959179
31.86,2.3479095302,2.4120382937
31.87,2.3485569615,2.4126812141
31.88,2.3492049287,2.4133246795
31.89,2.3498534325,2.413968691
31.9,2.3505024736,2.4146132491
31.91,2.3511520529,2.4152583547
31.92,2.351802171,2.4159040086
31.93,2.3524528286,2.4165502115
31.94,2.3531040267,2.4171969641
31.95,2.3537557658,2.4178442673
31.96,2.3544080467,2.4184921218
31.97,2.3550608703,2.4191405284
31.98,2.3557142372,2.4197894879
31.99,2.3563681481,2.4204390011
32,2.357022604,2.4210890687
32.01,2.3576776054,2.4217396914
32.02,2.3583331532,2.4223908702
32.03,2.3589892481,2.4230426058
32.04,2.3596458909,2.4236948989
32.05,2.3603030824,2.4243477504
32.06,2.3609608232,2.425001161
32.07,2.3616191143,2.4256551315
32.08,2.3622779563,2.4263096627
32.09,2.36293735,2.4269647555
32.1,2.3635972962,2.4276204106
32.11,2.3642577957,2.4282766287
32.12,2.3649188492,2.4289334108
32.13,2.3655804575,2.4295907576
32.14,2.3662426214,2.4302486698
32.15,2.3669053417,2.4309071484
32.16,2.3675686191,2.4315661941
32.17,2.3682324544,2.4322258077
32.18,2.3688968484,2.43288599
32.19,2.3695618019,2.4335467418
32.2,2.3702273157,2.434208064
32.21,2.3708933906,2.4348699574
32.22,2.3715600273,2.4355324227
32.23,2.3722272266,2.4361954607
32.24,2.3728949894,2.4368590724
32.25,2.3735633164,2.4375232585
32.26,2.3742322084,2.4381880198
32.27,2.3749016663,2.4388533572
32.28,2.3755716907,2.4395192715
32.29,2.3762422826,2.4401857635
32.3,2.3769134427,2.440852834
32.31,2.3775851718,2.4415204838
32.32,2.3782574708,2.4421887139
32.33,2.3789303403,2.442857525
32.34,2.3796037814,2.4435269179
32.35,2.3802777946,2.4441968936
32.36,2.380952381,2.4448674527
32.37,2.3816275411,2.4455385963
32.38,2.382303276,2.446210325
32.39,2.3829795864,2.4468826398
32.4,2.3836564731,2.4475555415
32.41,2.384333937,2.4482290309
32.42,2.3850119788,2.4489031089
32.43,2.3856905993,2.4495777763
32.44,2.3863697995,2.4502530341
32.45,2.3870495801,2.4509288829
32.46,2.387729942,2.4516053238
32.47,2.388410886,2.4522823575
32.48,2.3890924128,2.4529599849
32.49,2.3897745235,2.4536382068
32.5,2.3904572187,2.4543170242
32.51,2.3911404993,2.4549964379
32.52,2.3918243662,2.4556764487
32.53,2.3925088201,2.4563570576
32.54,2.3931938621,2.4570382653
32.55,2.3938794927,2.4577200727
32.56,2.3945657131,2.4584024808
32.57,2.3952525238,2.4590854904
32.58,2.3959399259,2.4597691024
32.59,2.3966279202,2.4604533176
32.6,2.3973165074,2.461138137
32.61,2.3980056886,2.4618235613
32.62,2.3986954644,2.4625095915
32.63,2.3993858358,2.4631962285
32.64,2.4000768037,2.4638834732
32.65,2.4007683688,2.4645713264
32.66,2.4014605321,2.465259789
32.67,2.4021532945,2.465948862
32.68,2.4028466567,2.4666385462
32.69,2.4035406196,2.4673288425
32.7,2.4042351842,2.4680197518
32.71,2.4049303512,2.468711275
32.72,2.4056261216,2.469403413
32.73,2.4063224963,2.4700961668
32.74,2.407019476,2.4707895371
32.75,2.4077170617,2.471483525
32.76,2.4084152543,2.4721781313
32.77,2.4091140546,2.4728733569
32.78,2.4098134636,2.4735692028
32.79,2.410513482,2.4742656698
32.8,2.4112141109,2.4749627589
32.81,2.411915351,2.475660471
32.82,2.4126172033,2.476358807
32.83,2.4133196686,2.4770577679
32.84,2.4140227479,2.4777573545
32.85,2.4147264421,2.4784575678
32.86,2.415430752,2.4791584086
32.87,2.4161356785,2.479859878
32.88,2.4168412226,2.4805619769
32.89,2.4175473851,2.4812647062
32.9,2.418254167,2.4819680668
32.91,2.4189615692,2.4826720597
32.92,2.4196695925,2.4833766857
32.93,2.4203782379,2.484081946
32.94,2.4210875062,2.4847878413
32.95,2.4217973985,2.4854943726
32.96,2.4225079156,2.4862015409
32.97,2.4232190584,2.4869093471
32.98,2.4239308278,2.4876177922
32.99,2.4246432248,2.4883268772
33,2.4253562504,2.4890366029
33.01,2.4260699053,2.4897469703
33.02,2.4267841906,2.4904579804
33.03,2.4274991071,2.4911696342
33.04,2.4282146559,2.4918819326
33.05,2.4289308378,2.4925948766
33.06,2.4296476537,2.4933084671
33.07,2.4303651047,2.4940227051
33.08,2.4310831916,2.4947375916
